,w,x,y,z
1,0.9998767008026478,0.009529013770594374,-0.005716438604995069,-0.013958830632691063
2,0.9997979401559774,0.011078661797408025,-0.006506039136974995,-0.019483517826000777
3,0.9997236074199752,0.012772177389951506,-0.004489480345419893,-0.02093482852668321
4,0.9998200082467249,0.012117301051904785,0.002743969375162527,-0.01566199171728156
5,0.9998592867339391,0.010994826763559779,0.004898399767925856,-0.012664132784666186
6,0.9999228781437876,0.010578826967999985,0.007400954730978493,-0.008009584715415062
7,0.9999539685242428,0.010007244454585479,0.011375276651406106,-0.0024397916648477916
8,0.9998886348677811,0.008023922312415967,0.014148891850380851,0.0003075694118746773
9,0.9999236534717769,0.009258856481079112,0.014382220843895833,-0.0010523269968181342
10,0.9998833225636392,0.011243543843902066,0.011796016420326964,-0.007663850925351974
11,0.9997067123413652,0.014930059533294524,0.006004942615119673,-0.019228997067806473
12,0.9993506323190168,0.018705211670986013,-0.0002634768525732973,-0.03294990885517072
13,0.9986178503512962,0.022874543533962104,-0.007909764301703197,-0.047438489164610534
14,0.9974542688567755,0.02703636063504012,-0.016970112547313683,-0.06484620915307691
15,0.9963547697357925,0.03193619475809601,-0.023432082711173335,-0.07602608367421249
16,0.9952749189398734,0.034861269395576384,-0.029460924365114216,-0.08640584690180894
17,0.9939446749313237,0.03745926864827688,-0.03663320125947249,-0.09717886318509014
18,0.9922416286635068,0.040789909079617895,-0.045567474391089796,-0.1088687459412281
19,0.9903720428218435,0.044313973335745625,-0.05424909969569758,-0.11987759293782935
20,0.9884112648133604,0.048226489950143336,-0.0611410523002683,-0.1304352735024311
21,0.9861701626940989,0.051366333264788115,-0.06777608989324387,-0.14248641946756668
22,0.9836929120345346,0.05372174087917906,-0.07383568424965908,-0.15501981888398803
23,0.9810329466827181,0.0570851387948097,-0.08036364005576693,-0.16729488571552806
24,0.9774985421866066,0.060631522990349775,-0.08787384134047367,-0.1820730434310709
25,0.9721947288174734,0.06584855085926336,-0.09976343145238095,-0.2015078164068185
26,0.96522043589922,0.071361709363825,-0.11390975978884926,-0.2243738524509608
27,0.9515237002486114,0.07190496944797736,-0.13692192617751078,-0.2660810827283025
28,0.9381873705638921,0.07376975551127236,-0.15441935699830417,-0.30098350076213803
29,0.9246772689806307,0.07794428575866179,-0.16592906582895883,-0.3338378618294562
30,0.9090067186159567,0.08374984157613222,-0.17692085542378724,-0.36798393888384917
31,0.8957175096908191,0.09290189163919126,-0.18866572264795264,-0.3918349885157914
32,0.8919046899079187,0.09404910775273906,-0.188528157675164,-0.4003078005087149
33,0.8847544873886241,0.09733504519008149,-0.18910418517110528,-0.41479164808415764
34,0.8744340008779012,0.10259093928147742,-0.1921513151604354,-0.4336032999377466
35,0.8640837783238291,0.10587695418371537,-0.19929360424678388,-0.4500574356919145
36,0.8551592178816382,0.10973191682387176,-0.20244426453738654,-0.46448031813057733
37,0.8512590333953914,0.10999080058847045,-0.19941074672857798,-0.472871730994148
38,0.8479320135491203,0.10756826944961012,-0.1962185316782934,-0.48065856919321354
39,0.8461113230452776,0.10806370692488651,-0.19432441991828456,-0.48451356293393405
40,0.846235195945527,0.10954783006662222,-0.19072337888619273,-0.48538674518002334
41,0.8489960607553176,0.11107837183763139,-0.1902009114826507,-0.4804028138829368
42,0.8507496886427537,0.11240272818610597,-0.19185337976403052,-0.4763341498112851
43,0.8540257075473187,0.11125885718677539,-0.1894833544035507,-0.47157484714919484
44,0.856799713867962,0.11026377261453157,-0.18646185117292444,-0.4680457271998294
45,0.861434186839688,0.10896576497506581,-0.18526893658531796,-0.4602097987761426
46,0.8679151223932686,0.10758769358640002,-0.18948252366777518,-0.44641456589636175
47,0.8752952114219643,0.10466443637631337,-0.18790872817164744,-0.43319075639099275
48,0.8825843351492494,0.1019581251608829,-0.18364145364038648,-0.420705420210548
