,w,x,y,z
1,1.000038473686235,-6.369096625535474e-05,0.0016732356021397924,0.005179023096098148
2,1.000027319246607,-0.002221516367074323,0.003449673864454366,0.007524085142108608
3,1.0000167950007208,-0.0032202790772491163,0.004299582009290716,0.00893384778528778
4,0.99996346127188,-0.0027517203827796778,0.006203758535325358,0.010565879706546447
5,0.9999781842739001,-0.0027383614181213096,0.007431109897985275,0.010937448913223381
6,0.9999680772406763,-0.0021151818942776093,0.007825736405365095,0.01063677638647633
7,1.0000014813992046,-0.0026276943195983095,0.007705033505658116,0.009368529955438408
8,0.999948162911228,-0.0026936721235524324,0.0076948538583158565,0.00935656315073691
9,0.9999683876932837,-0.002857246983757552,0.007742662147779605,0.008572759953065655
10,0.9999791252862699,-0.0027241867431996433,0.007666602487029442,0.007856004363022803
11,0.9999926781809271,-0.0028324098091085585,0.007662059986399946,0.00777420976501369
12,1.0000162096555227,-0.003093148845013752,0.007678293617095943,0.007849213152856952
13,0.9999736892069607,-0.0026534653712124833,0.007659379250361065,0.0078074294430793
14,0.9999666817395297,-0.00287830399301315,0.007835568344986929,0.007684499419060187
15,1.000015226767778,-0.002553098635878087,0.00739457445586497,0.007605228717194731
16,0.9999688862215579,-0.0024790786238073426,0.007941587416895548,0.0075602285999974116
17,1.0000144900289938,-0.0020945007953418527,0.007815343562931384,0.007520924558855039
18,1.0000050028929275,-0.002212009929913338,0.00793642701222139,0.007486118790833789
19,1.0000113325509161,-0.002271658075878734,0.007937320590901025,0.007475045564811916
20,0.9999577388763324,-0.0018310810233977586,0.007978054370131472,0.007426932197045514
21,1.000017803858939,-0.001957615741858385,0.008085785992167938,0.007143354197820551
22,0.9999879275364926,-0.001733209146560217,0.007801791156301906,0.006902758199334721
23,1.0000087188576798,-0.0017940265458402061,0.008058680202853647,0.00692690806600282
24,0.999997552007348,-0.0011560205681090162,0.00810164369354297,0.0068534559861425405
25,1.0000102113233253,-0.0012753168600397515,0.00810343085090227,0.006831309534098795
26,1.0000063759828028,-0.001322816673008237,0.00815753915267341,0.006753280665664347
27,0.9999946102455047,-0.0011924471550556269,0.008149422337325397,0.006715778971742721
28,1.0000061007961956,-0.0008162618165731381,0.008208452579246088,0.006717134102599444
29,0.9999974326315775,-0.0007855369970043401,0.00827800518594645,0.006216216392877116
30,1.0000193185988477,-0.0006947320049675385,0.00845446995520726,0.006089897931681616
31,1.0000073436886865,-0.0001526987743642092,0.00831064582117137,0.004832027012094432
32,0.9999978565526204,-0.0002702079089356396,0.008431729270461378,0.004797221244073181
33,1.000004186210609,-0.00032985605490103544,0.008432622849141013,0.004786148018051311
34,1.000004186210609,-0.00032985605490103544,0.008432622849141013,0.004786148018051311
35,1.000004186210609,-0.00032985605490103544,0.008432622849141013,0.004786148018051311
36,1.0000021233786147,-0.00035539094412118154,0.008474175599819726,0.004589800696144579
37,0.9999952875749197,0.0003882450134511089,0.008086574805905779,0.004581712918443458
38,0.9999979835008203,0.0005174452780890978,0.008334453458429899,0.004579434317211792
39,1.0000068160107591,0.0011390986703776842,0.008293162221582974,0.004262631436626113
40,1.000022006307282,0.0012315444544725475,0.007918586644398682,0.0030709692800919945
41,1.000015898648884,0.0015588521558427995,0.006878394813556863,0.0015564992023942119
42,1.0000629160364918,0.002555581018667295,0.006246514329235163,-0.0008120637844802915
