,w,x,y,z
1,0.9998767008026477,-0.01691033085804628,0.002183866961052691,-0.005253585610308399
2,0.9997979401559772,-0.022672887341190797,0.0016023112911137563,-0.005295803762350681
3,0.9997236074199752,-0.024001159866599845,-0.000695324635087503,-0.0067090866147104
4,0.9998200082467249,-0.01719265237826941,-0.0064137799204963064,-0.007932998714102042
5,0.999859286733939,-0.013585516842700715,-0.007773362342399466,-0.007763334660133153
6,0.9999228781437874,-0.008531800428300155,-0.009056786998524522,-0.008719068125511011
7,0.9999539685242427,-0.0022343852274863555,-0.011542699070648975,-0.009862457333613555
8,0.9998886348677812,0.001510214759816066,-0.01357116779812415,-0.008843739298903693
9,0.9999236534717768,-3.176689947567094e-05,-0.014121778246907496,-0.009708576716353085
10,0.9998833225636392,-0.007348450344667968,-0.013225930827044829,-0.009765906197305246
11,0.9997067123413651,-0.020501769570262104,-0.010428941086624498,-0.009981732014630483
12,0.9993506323190167,-0.03580794924867136,-0.0076991175658206075,-0.009703876368984687
13,0.9986178503512961,-0.0522603098935735,-0.003819521783926891,-0.00951265633702111
14,0.9974542688567755,-0.07177506007916933,0.0007121134743551015,-0.008474314297470519
15,0.9963547697357926,-0.08504449011267735,0.004264192057251234,-0.009909581334358349
16,0.9952749189398734,-0.0969445493040477,0.007577061131916445,-0.009673006356611186
17,0.9939446749313235,-0.10939579715127791,0.011898669923507651,-0.008938730995791812
18,0.9922416286635068,-0.12331215411107722,0.01770843143147149,-0.008552154853871872
19,0.9903720428218435,-0.1365825862369779,0.02344253101259151,-0.008542553231030965
20,0.9884112648133606,-0.1491116590058233,0.02755631291010271,-0.009151281346402255
21,0.9861701626940987,-0.16277478390923378,0.03104715088936643,-0.0086557744846366
22,0.9836929120345345,-0.17654767370443833,0.033855092728539635,-0.007323220904944354
23,0.9810329466827182,-0.1904538499142739,0.037188886658462005,-0.006994588103845986
24,0.9774985421866066,-0.206981511029843,0.04086016864379068,-0.006139008593952963
25,0.9721947288174733,-0.22933613717949705,0.04764378348933414,-0.005401856798485095
26,0.96522043589922,-0.25551046418108286,0.05577264172270763,-0.003920169818257703
27,0.9515237002486114,-0.3000963709816631,0.06781631478405016,0.007758650532580393
28,0.9381873705638921,-0.3373639380847622,0.07620069508297117,0.016043993387163016
29,0.9246772689806309,-0.37191249398878135,0.0793048677208293,0.021149925082335767
30,0.9090067186159567,-0.40797629639064975,0.08160265786678594,0.02497102594667056
31,0.8957175096908191,-0.43546298885571944,0.08719167527909688,0.02301676989616005
32,0.8919046899079188,-0.4436602764492294,0.08498262538665939,0.024040560246943597
33,0.8847544873886241,-0.458212063667182,0.08200353035463229,0.02457113979842463
34,0.8744340008779012,-0.47791261604329216,0.0803706397477635,0.024473294642043383
35,0.8640837783238291,-0.49585356132928726,0.08327071750421497,0.025976890997036893
36,0.8551592178816382,-0.5111037530312053,0.0828066857712526,0.026129412040927908
37,0.8512590333953913,-0.5183099168816514,0.07780354291506617,0.027780116456607454
38,0.8479320135491203,-0.5242086459725661,0.0727732051803193,0.031853743902854524
39,0.8461113230452778,-0.5275002358591556,0.0699927783498051,0.032212571230357964
40,0.8462351959455271,-0.5278595974145239,0.06629999920443952,0.030740563517876022
41,0.8489960607553177,-0.5234750314299775,0.06703285042764269,0.02796682746582388
42,0.8507496886427538,-0.5204046562537067,0.06964670855484514,0.02578070293724395
43,0.8540257075473187,-0.5150929110127002,0.06851149428983952,0.025510380964447188
44,0.8567997138679622,-0.5108180399834309,0.0664433380005789,0.025360148005618068
45,0.861434186839688,-0.5028639482516152,0.06720488919802996,0.02454644793673441
46,0.8679151223932686,-0.4905849936355685,0.07467242041296863,0.022695745866687225
47,0.8752952114219644,-0.4770726989050195,0.07637736754637493,0.022061357025904064
48,0.8825843351492496,-0.4636744568948885,0.07529182551625818,0.021209252925780398
49,0.8932111214309999,-0.4438022649884678,0.07057016715720323,0.018569837259355015
50,0.907140437843497,-0.41594755346066603,0.06180785033882666,0.019025861227627488
51,0.9194238019332847,-0.38928274691412545,0.050961431350312225,0.02464232965237928
52,0.9316938834121242,-0.3598327268123586,0.043340157428048226,0.026233514092952364
53,0.9429633352648732,-0.3302965178983781,0.033709311387570925,0.02690350724418474
54,0.9506402201866715,-0.30798042253233815,0.029134160594004564,0.02691458935847576
55,0.9567320319652179,-0.2891268731188285,0.028156229179348954,0.019406178737816925
56,0.9630777386954887,-0.26721122872143777,0.025470411010461,0.021227114107973313
